creator_assigned_number,creator_gender,most_uploaded_genre,creator_signup_country,total_play_count,total_play_count_male,total_play_count_female,total_play_count_custom_gender,total_play_count_null_gender,plays_by_males_BR,pct_plays_by_males_BR,plays_by_females_BR,pct_plays_by_females_BR,plays_by_custom_gender_BR,pct_plays_by_custom_gender_BR,plays_by_null_gender_BR,pct_plays_by_null_gender_BR,total_play_count_BR,plays_by_males_DE,pct_plays_by_males_DE,plays_by_females_DE,pct_plays_by_females_DE,plays_by_custom_gender_DE,pct_plays_by_custom_gender_DE,plays_by_null_gender_DE,pct_plays_by_null_gender_DE,total_play_count_DE,plays_by_males_EG,pct_plays_by_males_EG,plays_by_females_EG,pct_plays_by_females_EG,plays_by_custom_gender_EG,pct_plays_by_custom_gender_EG,plays_by_null_gender_EG,pct_plays_by_null_gender_EG,total_play_count_EG,plays_by_males_GB,pct_plays_by_males_GB,plays_by_females_GB,pct_plays_by_females_GB,plays_by_custom_gender_GB,pct_plays_by_custom_gender_GB,plays_by_null_gender_GB,pct_plays_by_null_gender_GB,total_play_count_GB,plays_by_males_US,pct_plays_by_males_US,plays_by_females_US,pct_plays_by_females_US,plays_by_custom_gender_US,pct_plays_by_custom_gender_US,plays_by_null_gender_US,pct_plays_by_null_gender_US,total_play_count_US,plays_by_males_VN,pct_plays_by_males_VN,plays_by_females_VN,pct_plays_by_females_VN,plays_by_custom_gender_VN,pct_plays_by_custom_gender_VN,plays_by_null_gender_VN,pct_plays_by_null_gender_VN,total_play_count_VN
5289,,5,GB,566,149,325,43,49,0,,0,,0,,0,,0,5,35.71,8,57.14,1,7.14,0,0.0,14,0,0.0,1,100.0,0,0.0,0,0.0,1,42,31.58,77,57.89,9,6.77,5,3.76,133,102,24.4,239,57.18,33,7.89,44,10.53,418,0,,0,,0,,0,,0
5290,female,5,GB,152,11,89,3,49,0,,0,,0,,0,,0,5,35.71,9,64.29,0,0.0,0,0.0,14,0,,0,,0,,0,,0,1,1.69,46,77.97,0,0.0,12,20.34,59,5,6.33,34,43.04,3,3.8,37,46.84,79,0,,0,,0,,0,,0
5317,female,5,GB,190,41,115,7,27,0,,0,,0,,0,,0,17,36.17,24,51.06,1,2.13,5,10.64,47,1,100.0,0,0.0,0,0.0,0,0.0,1,4,10.26,32,82.05,1,2.56,2,5.13,39,19,18.45,59,57.28,5,4.85,20,19.42,103,0,,0,,0,,0,,0
5321,male,5,US,3148,1708,1175,70,195,1,50.0,0,0.0,0,0.0,1,50.0,2,78,36.28,117,54.42,12,5.58,8,3.72,215,0,0.0,2,100.0,0,0.0,0,0.0,2,823,56.8,549,37.89,8,0.55,69,4.76,1449,805,54.43,507,34.28,50,3.38,117,7.91,1479,1,100.0,0,0.0,0,0.0,0,0.0,1
5326,,5,GB,2169,1099,676,83,311,0,0.0,19,100.0,0,0.0,0,0.0,19,64,36.36,66,37.5,11,6.25,35,19.89,176,0,,0,,0,,0,,0,224,56.57,126,31.82,9,2.27,37,9.34,396,811,51.39,465,29.47,63,3.99,239,15.15,1578,0,,0,,0,,0,,0
5342,male,5,US,135,68,60,2,5,0,,0,,0,,0,,0,4,36.36,5,45.45,1,9.09,1,9.09,11,0,,0,,0,,0,,0,36,69.23,16,30.77,0,0.0,0,0.0,52,28,38.89,39,54.17,1,1.39,4,5.56,72,0,,0,,0,,0,,0
5353,male,5,US,2013,842,945,152,74,0,,0,,0,,0,,0,43,36.44,68,57.63,4,3.39,3,2.54,118,0,,0,,0,,0,,0,122,31.85,245,63.97,9,2.35,7,1.83,383,677,44.8,631,41.76,139,9.2,64,4.24,1511,0,0.0,1,100.0,0,0.0,0,0.0,1
5357,,5,US,6094,1584,3948,258,304,0,,0,,0,,0,,0,69,36.51,89,47.09,21,11.11,10,5.29,189,0,,0,,0,,0,,0,372,21.1,1318,74.76,38,2.16,35,1.99,1763,1143,27.6,2541,61.35,199,4.8,259,6.25,4142,0,,0,,0,,0,,0
5396,,5,US,2523,1614,675,123,111,0,,0,,0,,0,,0,62,37.13,88,52.69,15,8.98,2,1.2,167,0,,0,,0,,0,,0,308,61.72,162,32.46,25,5.01,4,0.8,499,1244,66.99,425,22.89,83,4.47,105,5.65,1857,0,,0,,0,,0,,0
5398,,5,US,1640,905,560,79,96,0,,0,,0,,0,,0,26,37.14,25,35.71,15,21.43,4,5.71,70,1,100.0,0,0.0,0,0.0,0,0.0,1,258,58.64,157,35.68,12,2.73,13,2.95,440,619,54.88,378,33.51,52,4.61,79,7.0,1128,1,100.0,0,0.0,0,0.0,0,0.0,1
5417,male,5,US,103,40,59,2,2,0,,0,,0,,0,,0,3,37.5,5,62.5,0,0.0,0,0.0,8,0,,0,,0,,0,,0,12,25.53,35,74.47,0,0.0,0,0.0,47,25,52.08,19,39.58,2,4.17,2,4.17,48,0,,0,,0,,0,,0
5437,male,5,GB,144,82,39,1,22,0,,0,,0,,0,,0,9,37.5,14,58.33,1,4.17,0,0.0,24,1,100.0,0,0.0,0,0.0,0,0.0,1,56,87.5,8,12.5,0,0.0,0,0.0,64,16,29.63,16,29.63,0,0.0,22,40.74,54,0,0.0,1,100.0,0,0.0,0,0.0,1
5447,male,5,GB,172,97,62,5,8,0,,0,,0,,0,,0,3,37.5,4,50.0,1,12.5,0,0.0,8,0,,0,,0,,0,,0,39,51.32,35,46.05,0,0.0,2,2.63,76,55,62.5,23,26.14,4,4.55,6,6.82,88,0,,0,,0,,0,,0
5453,male,5,US,1585,797,677,34,77,0,0.0,5,100.0,0,0.0,0,0.0,5,18,37.5,26,54.17,2,4.17,2,4.17,48,0,,0,,0,,0,,0,149,31.97,282,60.52,7,1.5,28,6.01,466,629,59.06,364,34.18,25,2.35,47,4.41,1065,1,100.0,0,0.0,0,0.0,0,0.0,1
5475,female,5,US,1102,280,728,49,45,1,100.0,0,0.0,0,0.0,0,0.0,1,32,37.65,49,57.65,3,3.53,1,1.18,85,0,,0,,0,,0,,0,59,13.53,363,83.26,12,2.75,2,0.46,436,188,32.47,315,54.4,34,5.87,42,7.25,579,0,0.0,1,100.0,0,0.0,0,0.0,1
5488,,5,DE,304,179,76,12,37,0,,0,,0,,0,,0,8,38.1,7,33.33,1,4.76,5,23.81,21,0,,0,,0,,0,,0,18,43.9,13,31.71,4,9.76,6,14.63,41,153,63.22,56,23.14,7,2.89,26,10.74,242,0,,0,,0,,0,,0
5496,female,5,US,311,159,108,9,35,0,,0,,0,,0,,0,8,38.1,10,47.62,0,0.0,3,14.29,21,3,75.0,1,25.0,0,0.0,0,0.0,4,34,72.34,8,17.02,2,4.26,3,6.38,47,113,47.48,89,37.39,7,2.94,29,12.18,238,1,100.0,0,0.0,0,0.0,0,0.0,1
5511,male,5,US,409,179,202,8,20,0,,0,,0,,0,,0,78,38.24,120,58.82,5,2.45,1,0.49,204,0,,0,,0,,0,,0,34,59.65,11,19.3,1,1.75,11,19.3,57,67,45.27,71,47.97,2,1.35,8,5.41,148,0,,0,,0,,0,,0
5517,custom,5,BR,1311,625,570,75,41,0,0.0,1,100.0,0,0.0,0,0.0,1,28,38.36,40,54.79,3,4.11,2,2.74,73,0,,0,,0,,0,,0,127,44.88,142,50.18,9,3.18,5,1.77,283,470,49.27,387,40.57,63,6.6,34,3.56,954,0,,0,,0,,0,,0
5518,,5,GB,2955,1588,1128,37,202,0,,0,,0,,0,,0,45,38.46,58,49.57,2,1.71,12,10.26,117,2,66.67,1,33.33,0,0.0,0,0.0,3,868,54.05,649,40.41,16,1.0,73,4.55,1606,670,54.65,420,34.26,19,1.55,117,9.54,1226,3,100.0,0,0.0,0,0.0,0,0.0,3
5524,,5,US,182,75,93,4,10,0,,0,,0,,0,,0,5,38.46,6,46.15,0,0.0,2,15.38,13,0,,0,,0,,0,,0,30,41.1,42,57.53,0,0.0,1,1.37,73,40,41.67,45,46.88,4,4.17,7,7.29,96,0,,0,,0,,0,,0
5528,male,5,US,1045,483,488,25,49,1,100.0,0,0.0,0,0.0,0,0.0,1,35,38.46,49,53.85,1,1.1,6,6.59,91,0,,0,,0,,0,,0,190,53.22,153,42.86,5,1.4,9,2.52,357,256,43.32,283,47.88,18,3.05,34,5.75,591,1,20.0,3,60.0,1,20.0,0,0.0,5
5535,,5,US,1304,866,328,37,73,0,,0,,0,,0,,0,5,38.46,6,46.15,2,15.38,0,0.0,13,0,,0,,0,,0,,0,285,61.29,160,34.41,2,0.43,18,3.87,465,576,69.73,162,19.61,33,4.0,55,6.66,826,0,,0,,0,,0,,0
5537,female,5,US,437,93,330,9,5,0,,0,,0,,0,,0,10,38.46,14,53.85,1,3.85,1,3.85,26,0,,0,,0,,0,,0,1,1.41,66,92.96,2,2.82,2,2.82,71,82,24.12,250,73.53,6,1.76,2,0.59,340,0,,0,,0,,0,,0
5539,male,5,US,681,138,515,0,28,0,,0,,0,,0,,0,5,38.46,8,61.54,0,0.0,0,0.0,13,1,16.67,5,83.33,0,0.0,0,0.0,6,72,17.35,333,80.24,0,0.0,10,2.41,415,60,24.29,169,68.42,0,0.0,18,7.29,247,0,,0,,0,,0,,0
5558,custom,5,US,2742,1617,789,82,254,1,50.0,0,0.0,1,50.0,0,0.0,2,87,38.84,106,47.32,22,9.82,9,4.02,224,0,,0,,0,,0,,0,496,63.18,250,31.85,12,1.53,27,3.44,785,1032,59.65,433,25.03,47,2.72,218,12.6,1730,1,100.0,0,0.0,0,0.0,0,0.0,1
5563,male,5,US,833,397,254,31,151,0,,0,,0,,0,,0,7,38.89,6,33.33,5,27.78,0,0.0,18,0,0.0,0,0.0,0,0.0,1,100.0,1,49,36.84,76,57.14,5,3.76,3,2.26,133,341,50.07,172,25.26,21,3.08,147,21.59,681,0,,0,,0,,0,,0
5569,,5,GB,225,110,95,10,10,0,,0,,0,,0,,0,7,38.89,1,5.56,9,50.0,1,5.56,18,0,,0,,0,,0,,0,5,5.95,76,90.48,0,0.0,3,3.57,84,98,79.67,18,14.63,1,0.81,6,4.88,123,0,,0,,0,,0,,0
5580,male,5,US,3721,1603,1438,365,315,1,100.0,0,0.0,0,0.0,0,0.0,1,27,39.13,28,40.58,10,14.49,4,5.8,69,0,,0,,0,,0,,0,217,50.47,143,33.26,54,12.56,16,3.72,430,1358,42.16,1267,39.34,301,9.34,295,9.16,3221,0,,0,,0,,0,,0
5600,female,5,DE,242,77,101,26,38,0,,0,,0,,0,,0,15,39.47,15,39.47,5,13.16,3,7.89,38,0,,0,,0,,0,,0,13,26.53,31,63.27,4,8.16,1,2.04,49,49,32.03,53,34.64,17,11.11,34,22.22,153,0,0.0,2,100.0,0,0.0,0,0.0,2
5615,male,5,DE,1644,665,868,44,67,0,,0,,0,,0,,0,286,39.94,397,55.45,24,3.35,9,1.26,716,0,,0,,0,,0,,0,97,35.93,154,57.04,0,0.0,19,7.04,270,282,42.86,317,48.18,20,3.04,39,5.93,658,0,,0,,0,,0,,0
5622,male,5,US,247,153,56,18,20,1,100.0,0,0.0,0,0.0,0,0.0,1,8,40.0,9,45.0,3,15.0,0,0.0,20,2,100.0,0,0.0,0,0.0,0,0.0,2,30,55.56,12,22.22,11,20.37,1,1.85,54,111,65.68,35,20.71,4,2.37,19,11.24,169,1,100.0,0,0.0,0,0.0,0,0.0,1
5688,,5,US,440,216,142,28,54,1,100.0,0,0.0,0,0.0,0,0.0,1,6,40.0,7,46.67,0,0.0,2,13.33,15,0,,0,,0,,0,,0,101,46.76,89,41.2,1,0.46,25,11.57,216,108,51.92,46,22.12,27,12.98,27,12.98,208,0,,0,,0,,0,,0
5691,,5,US,133,69,58,1,5,0,,0,,0,,0,,0,8,40.0,11,55.0,0,0.0,1,5.0,20,0,,0,,0,,0,,0,24,47.06,25,49.02,0,0.0,2,3.92,51,37,60.66,21,34.43,1,1.64,2,3.28,61,0,0.0,1,100.0,0,0.0,0,0.0,1
5720,male,5,US,566,437,84,6,39,0,,0,,0,,0,,0,2,40.0,3,60.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,161,75.94,39,18.4,1,0.47,11,5.19,212,274,78.51,42,12.03,5,1.43,28,8.02,349,0,,0,,0,,0,,0
5738,male,5,US,584,187,240,69,88,0,,0,,0,,0,,0,6,40.0,8,53.33,1,6.67,0,0.0,15,0,,0,,0,,0,,0,14,28.0,25,50.0,8,16.0,3,6.0,50,167,32.18,207,39.88,60,11.56,85,16.38,519,0,,0,,0,,0,,0
5741,male,5,US,333,186,112,20,15,0,,0,,0,,0,,0,2,40.0,1,20.0,2,40.0,0,0.0,5,0,,0,,0,,0,,0,21,30.43,40,57.97,3,4.35,5,7.25,69,163,63.18,70,27.13,15,5.81,10,3.88,258,0,0.0,1,100.0,0,0.0,0,0.0,1
5765,,5,US,218,121,81,5,11,0,,0,,0,,0,,0,4,40.0,6,60.0,0,0.0,0,0.0,10,0,,0,,0,,0,,0,24,43.64,30,54.55,0,0.0,1,1.82,55,93,60.78,45,29.41,5,3.27,10,6.54,153,0,,0,,0,,0,,0
5773,male,5,US,517,456,42,7,12,0,,0,,0,,0,,0,2,40.0,0,0.0,3,60.0,0,0.0,5,0,,0,,0,,0,,0,228,99.56,0,0.0,0,0.0,1,0.44,229,226,79.86,42,14.84,4,1.41,11,3.89,283,0,,0,,0,,0,,0
5775,,5,GB,471,235,199,10,27,0,,0,,0,,0,,0,4,40.0,4,40.0,1,10.0,1,10.0,10,0,,0,,0,,0,,0,173,51.34,149,44.21,3,0.89,12,3.56,337,58,46.77,46,37.1,6,4.84,14,11.29,124,0,,0,,0,,0,,0
5810,,5,US,323,88,110,105,20,0,0.0,0,0.0,1,100.0,0,0.0,1,11,40.74,8,29.63,8,29.63,0,0.0,27,0,,0,,0,,0,,0,24,46.15,21,40.38,5,9.62,2,3.85,52,53,21.81,81,33.33,91,37.45,18,7.41,243,0,,0,,0,,0,,0
5815,,5,US,9843,7068,1417,369,989,0,,0,,0,,0,,0,9,40.91,7,31.82,6,27.27,0,0.0,22,1,100.0,0,0.0,0,0.0,0,0.0,1,642,69.18,232,25.0,6,0.65,48,5.17,928,6416,72.15,1178,13.25,357,4.01,941,10.58,8892,0,,0,,0,,0,,0
5822,,5,GB,367,146,93,41,87,0,,0,,0,,0,,0,18,40.91,7,15.91,18,40.91,1,2.27,44,0,,0,,0,,0,,0,30,43.48,14,20.29,11,15.94,14,20.29,69,98,38.58,72,28.35,12,4.72,72,28.35,254,0,,0,,0,,0,,0
5844,female,5,US,202,112,69,3,18,0,,0,,0,,0,,0,7,41.18,10,58.82,0,0.0,0,0.0,17,0,,0,,0,,0,,0,73,59.84,35,28.69,2,1.64,12,9.84,122,32,50.79,24,38.1,1,1.59,6,9.52,63,0,,0,,0,,0,,0
5855,male,5,US,59803,26815,25738,2256,4994,11,61.11,5,27.78,0,0.0,2,11.11,18,1841,41.21,2128,47.64,268,6.0,230,5.15,4467,61,83.56,8,10.96,0,0.0,4,5.48,73,9282,45.62,9801,48.17,426,2.09,839,4.12,20348,15604,44.75,13789,39.54,1562,4.48,3916,11.23,34871,16,61.54,7,26.92,0,0.0,3,11.54,26
5857,male,5,US,773,320,388,24,41,0,,0,,0,,0,,0,33,41.25,39,48.75,7,8.75,1,1.25,80,0,,0,,0,,0,,0,82,43.85,91,48.66,0,0.0,14,7.49,187,205,40.51,258,50.99,17,3.36,26,5.14,506,0,,0,,0,,0,,0
5867,male,5,US,373,186,149,9,29,0,,0,,0,,0,,0,17,41.46,18,43.9,1,2.44,5,12.2,41,0,,0,,0,,0,,0,66,61.68,40,37.38,1,0.93,0,0.0,107,103,45.78,91,40.44,7,3.11,24,10.67,225,0,,0,,0,,0,,0
5873,female,5,US,21886,12150,6959,1057,1720,0,,0,,0,,0,,0,215,41.59,177,34.24,51,9.86,74,14.31,517,3,75.0,0,0.0,0,0.0,1,25.0,4,952,51.4,755,40.77,64,3.46,81,4.37,1852,10975,56.26,6027,30.9,942,4.83,1563,8.01,19507,5,83.33,0,0.0,0,0.0,1,16.67,6
5875,male,5,US,1171,531,506,33,101,0,0.0,3,50.0,0,0.0,3,50.0,6,25,41.67,32,53.33,1,1.67,2,3.33,60,0,0.0,0,0.0,0,0.0,1,100.0,1,239,47.14,242,47.73,12,2.37,14,2.76,507,263,44.35,229,38.62,20,3.37,81,13.66,593,4,100.0,0,0.0,0,0.0,0,0.0,4
5884,,5,US,415,198,126,28,63,0,,0,,0,,0,,0,5,41.67,5,41.67,1,8.33,1,8.33,12,0,,0,,0,,0,,0,16,36.36,15,34.09,7,15.91,6,13.64,44,177,49.3,106,29.53,20,5.57,56,15.6,359,0,,0,,0,,0,,0
5897,male,5,GB,554,146,238,151,19,0,,0,,0,,0,,0,10,41.67,7,29.17,4,16.67,3,12.5,24,0,,0,,0,,0,,0,21,31.34,36,53.73,9,13.43,1,1.49,67,115,24.84,195,42.12,138,29.81,15,3.24,463,0,,0,,0,,0,,0
5915,,5,US,3388,2160,938,88,202,0,,0,,0,,0,,0,49,41.88,47,40.17,16,13.68,5,4.27,117,0,,0,,0,,0,,0,988,64.24,485,31.53,24,1.56,41,2.67,1538,1123,64.8,406,23.43,48,2.77,156,9.0,1733,0,,0,,0,,0,,0
5918,female,5,US,990,441,453,30,66,0,,0,,0,,0,,0,47,41.96,54,48.21,6,5.36,5,4.46,112,0,,0,,0,,0,,0,190,51.35,164,44.32,5,1.35,11,2.97,370,204,40.16,235,46.26,19,3.74,50,9.84,508,0,,0,,0,,0,,0
5956,male,5,US,470,85,177,140,68,0,,0,,0,,0,,0,11,42.31,3,11.54,11,42.31,1,3.85,26,0,,0,,0,,0,,0,12,24.49,26,53.06,7,14.29,4,8.16,49,62,15.7,148,37.47,122,30.89,63,15.95,395,0,,0,,0,,0,,0
5967,male,5,US,928,443,409,13,63,0,,0,,0,,0,,0,17,42.5,17,42.5,3,7.5,3,7.5,40,3,100.0,0,0.0,0,0.0,0,0.0,3,311,47.26,308,46.81,6,0.91,33,5.02,658,109,48.66,84,37.5,4,1.79,27,12.05,224,3,100.0,0,0.0,0,0.0,0,0.0,3
5973,male,5,BR,193,81,98,6,8,0,,0,,0,,0,,0,20,42.55,24,51.06,2,4.26,1,2.13,47,1,100.0,0,0.0,0,0.0,0,0.0,1,29,51.79,26,46.43,0,0.0,1,1.79,56,31,34.83,48,53.93,4,4.49,6,6.74,89,0,,0,,0,,0,,0
5992,,5,US,887,369,342,70,106,0,,0,,0,,0,,0,9,42.86,6,28.57,5,23.81,1,4.76,21,0,,0,,0,,0,,0,95,44.19,101,46.98,5,2.33,14,6.51,215,265,40.71,235,36.1,60,9.22,91,13.98,651,0,,0,,0,,0,,0
5998,,5,US,384,175,157,21,31,0,0.0,1,25.0,0,0.0,3,75.0,4,3,42.86,2,28.57,0,0.0,2,28.57,7,0,,0,,0,,0,,0,112,43.92,111,43.53,17,6.67,15,5.88,255,57,49.57,43,37.39,4,3.48,11,9.57,115,3,100.0,0,0.0,0,0.0,0,0.0,3
6016,custom,5,US,971,733,119,17,102,0,,0,,0,,0,,0,3,42.86,0,0.0,2,28.57,2,28.57,7,0,,0,,0,,0,,0,85,84.16,11,10.89,0,0.0,5,4.95,101,645,74.74,108,12.51,15,1.74,95,11.01,863,0,,0,,0,,0,,0
6020,,5,GB,134,49,62,13,10,0,,0,,0,,0,,0,3,42.86,1,14.29,1,14.29,2,28.57,7,0,0.0,0,0.0,0,0.0,1,100.0,1,36,57.14,24,38.1,1,1.59,2,3.17,63,10,15.87,37,58.73,11,17.46,5,7.94,63,0,,0,,0,,0,,0
6041,custom,5,US,131,77,46,2,6,0,0.0,1,100.0,0,0.0,0,0.0,1,3,42.86,4,57.14,0,0.0,0,0.0,7,0,,0,,0,,0,,0,50,70.42,17,23.94,2,2.82,2,2.82,71,24,46.15,24,46.15,0,0.0,4,7.69,52,0,,0,,0,,0,,0
6082,male,5,GB,995,608,239,75,73,0,,0,,0,,0,,0,22,43.14,18,35.29,3,5.88,8,15.69,51,0,0.0,2,100.0,0,0.0,0,0.0,2,55,53.4,36,34.95,5,4.85,7,6.8,103,530,63.25,183,21.84,67,8.0,58,6.92,838,1,100.0,0,0.0,0,0.0,0,0.0,1
6094,female,5,US,787,386,273,78,50,0,,0,,0,,0,,0,16,43.24,5,13.51,16,43.24,0,0.0,37,0,,0,,0,,0,,0,38,52.05,29,39.73,4,5.48,2,2.74,73,332,49.26,237,35.16,58,8.61,47,6.97,674,0,0.0,2,66.67,0,0.0,1,33.33,3
6105,male,5,US,7348,3632,2829,290,597,0,,0,,0,,0,,0,56,43.41,60,46.51,8,6.2,5,3.88,129,0,,0,,0,,0,,0,514,42.94,625,52.21,20,1.67,38,3.17,1197,3062,50.85,2144,35.6,262,4.35,554,9.2,6022,0,,0,,0,,0,,0
6166,female,5,US,783,389,349,12,33,1,100.0,0,0.0,0,0.0,0,0.0,1,18,43.9,16,39.02,5,12.2,2,4.88,41,0,,0,,0,,0,,0,182,48.53,176,46.93,3,0.8,14,3.73,375,188,51.51,156,42.74,4,1.1,17,4.66,365,0,0.0,1,100.0,0,0.0,0,0.0,1
6191,female,5,US,141,54,72,4,11,0,,0,,0,,0,,0,30,44.12,35,51.47,2,2.94,1,1.47,68,0,,0,,0,,0,,0,9,23.08,24,61.54,0,0.0,6,15.38,39,15,44.12,13,38.24,2,5.88,4,11.76,34,0,,0,,0,,0,,0
6195,male,5,EG,409,290,86,0,33,0,,0,,0,,0,,0,19,44.19,19,44.19,0,0.0,5,11.63,43,117,81.82,14,9.79,0,0.0,12,8.39,143,30,60.0,18,36.0,0,0.0,2,4.0,50,124,71.68,35,20.23,0,0.0,14,8.09,173,0,,0,,0,,0,,0
6245,custom,5,US,2642,2028,191,144,279,0,,0,,0,,0,,0,4,44.44,1,11.11,4,44.44,0,0.0,9,0,,0,,0,,0,,0,63,63.0,1,1.0,32,32.0,4,4.0,100,1961,77.42,189,7.46,108,4.26,275,10.86,2533,0,,0,,0,,0,,0
6269,female,5,US,6287,2363,3046,356,522,1,100.0,0,0.0,0,0.0,0,0.0,1,119,44.57,116,43.45,24,8.99,8,3.0,267,0,,0,,0,,0,,0,568,35.72,860,54.09,63,3.96,99,6.23,1590,1675,37.82,2070,46.74,269,6.07,415,9.37,4429,0,,0,,0,,0,,0
6273,custom,5,US,7802,3319,2792,1188,503,2,100.0,0,0.0,0,0.0,0,0.0,2,121,44.65,125,46.13,21,7.75,4,1.48,271,0,,0,,0,,0,,0,484,48.55,362,36.31,98,9.83,53,5.32,997,2712,41.52,2305,35.29,1069,16.37,446,6.83,6532,0,,0,,0,,0,,0
6299,male,5,GB,500,352,26,109,13,0,,0,,0,,0,,0,9,45.0,2,10.0,1,5.0,8,40.0,20,0,,0,,0,,0,,0,39,78.0,5,10.0,6,12.0,0,0.0,50,304,70.7,19,4.42,102,23.72,5,1.16,430,0,,0,,0,,0,,0
6313,male,5,DE,296,135,141,12,8,0,,0,,0,,0,,0,68,45.03,75,49.67,8,5.3,0,0.0,151,0,,0,,0,,0,,0,25,55.56,19,42.22,0,0.0,1,2.22,45,42,42.0,47,47.0,4,4.0,7,7.0,100,0,,0,,0,,0,,0
6369,,5,US,1520,757,613,37,113,0,,0,,0,,0,,0,10,45.45,6,27.27,0,0.0,6,27.27,22,0,,0,,0,,0,,0,60,45.8,49,37.4,16,12.21,6,4.58,131,687,50.26,558,40.82,21,1.54,101,7.39,1367,0,,0,,0,,0,,0
6396,female,5,US,480,129,233,44,74,0,,0,,0,,0,,0,16,45.71,16,45.71,2,5.71,1,2.86,35,0,,0,,0,,0,,0,14,20.29,42,60.87,9,13.04,4,5.8,69,99,26.47,173,46.26,33,8.82,69,18.45,374,0,0.0,2,100.0,0,0.0,0,0.0,2
6417,female,5,GB,2604,749,1694,33,128,0,,0,,0,,0,,0,50,45.87,54,49.54,0,0.0,5,4.59,109,0,,0,,0,,0,,0,570,27.76,1401,68.24,16,0.78,66,3.21,2053,129,29.19,239,54.07,17,3.85,57,12.9,442,0,,0,,0,,0,,0
6418,male,5,US,1494,838,395,49,212,5,83.33,0,0.0,0,0.0,1,16.67,6,78,45.88,61,35.88,6,3.53,25,14.71,170,0,0.0,0,0.0,2,100.0,0,0.0,2,50,42.02,42,35.29,4,3.36,23,19.33,119,702,58.89,290,24.33,37,3.1,163,13.67,1192,3,60.0,2,40.0,0,0.0,0,0.0,5
6421,male,5,EG,367,120,206,16,25,1,100.0,0,0.0,0,0.0,0,0.0,1,17,45.95,13,35.14,0,0.0,7,18.92,37,0,,0,,0,,0,,0,66,31.13,135,63.68,4,1.89,7,3.3,212,36,30.77,58,49.57,12,10.26,11,9.4,117,0,,0,,0,,0,,0
6435,,5,US,1864,1105,573,42,144,0,,0,,0,,0,,0,24,46.15,23,44.23,5,9.62,0,0.0,52,2,100.0,0,0.0,0,0.0,0,0.0,2,340,60.5,194,34.52,7,1.25,21,3.74,562,739,59.21,356,28.53,30,2.4,123,9.86,1248,0,,0,,0,,0,,0
6437,female,5,US,557,147,377,12,21,0,,0,,0,,0,,0,36,46.15,41,52.56,1,1.28,0,0.0,78,0,,0,,0,,0,,0,40,36.36,59,53.64,5,4.55,6,5.45,110,71,19.24,277,75.07,6,1.63,15,4.07,369,0,,0,,0,,0,,0
6453,male,5,US,211,72,100,8,31,0,,0,,0,,0,,0,6,46.15,7,53.85,0,0.0,0,0.0,13,0,,0,,0,,0,,0,13,23.21,31,55.36,6,10.71,6,10.71,56,53,37.32,62,43.66,2,1.41,25,17.61,142,0,,0,,0,,0,,0
6478,female,5,US,331,129,142,44,16,0,,0,,0,,0,,0,13,46.43,14,50.0,0,0.0,1,3.57,28,0,,0,,0,,0,,0,26,41.94,30,48.39,4,6.45,2,3.23,62,90,37.34,98,40.66,40,16.6,13,5.39,241,0,,0,,0,,0,,0
6516,male,5,EG,235,121,81,17,16,0,,0,,0,,0,,0,7,46.67,6,40.0,2,13.33,0,0.0,15,0,,0,,0,,0,,0,25,44.64,29,51.79,2,3.57,0,0.0,56,89,55.28,43,26.71,13,8.07,16,9.94,161,0,0.0,3,100.0,0,0.0,0,0.0,3
6522,female,5,DE,315,155,150,5,5,0,,0,,0,,0,,0,79,46.75,84,49.7,3,1.78,3,1.78,169,0,,0,,0,,0,,0,28,60.87,16,34.78,1,2.17,1,2.17,46,48,48.0,50,50.0,1,1.0,1,1.0,100,0,,0,,0,,0,,0
6532,,5,US,1679,711,656,35,277,0,,0,,0,,0,,0,74,46.84,70,44.3,3,1.9,11,6.96,158,4,80.0,1,20.0,0,0.0,0,0.0,5,157,49.22,136,42.63,3,0.94,23,7.21,319,476,39.83,447,37.41,29,2.43,243,20.33,1195,0,0.0,2,100.0,0,0.0,0,0.0,2
6563,,5,US,106,46,44,8,8,0,,0,,0,,0,,0,8,47.06,3,17.65,4,23.53,2,11.76,17,0,,0,,0,,0,,0,20,45.45,21,47.73,3,6.82,0,0.0,44,18,40.0,20,44.44,1,2.22,6,13.33,45,0,,0,,0,,0,,0
6604,male,5,US,558,313,104,106,35,0,,0,,0,,0,,0,9,47.37,10,52.63,0,0.0,0,0.0,19,0,,0,,0,,0,,0,26,53.06,17,34.69,2,4.08,4,8.16,49,278,56.73,77,15.71,104,21.22,31,6.33,490,0,,0,,0,,0,,0
6607,male,5,US,216,115,78,12,11,0,,0,,0,,0,,0,9,47.37,8,42.11,2,10.53,0,0.0,19,0,,0,,0,,0,,0,49,54.44,33,36.67,5,5.56,3,3.33,90,57,53.27,37,34.58,5,4.67,8,7.48,107,0,,0,,0,,0,,0
6616,,5,US,1587,874,569,44,100,2,66.67,0,0.0,1,33.33,0,0.0,3,28,47.46,26,44.07,1,1.69,4,6.78,59,0,0.0,0,0.0,0,0.0,4,100.0,4,233,61.32,126,33.16,4,1.05,17,4.47,380,608,53.43,417,36.64,38,3.34,75,6.59,1138,3,100.0,0,0.0,0,0.0,0,0.0,3
